# id, pathways, overhead, byte_rate, drop_rate, logic, connections

# hosts
0, 16, 2, 1000, 0, 1
1, 16, 2, 1000, 0, 1
2, 8, 2, 600, 0, 1
3, 8, 2, 600, 0, 1
4, 4, 2, 300, 0, 1
5, 4, 2, 100, 0, 1
6, 4, 2, 200, 0, 1
7, 4, 3, 150, 0, 1
8, 4, 2, 350, 0, 1
9, 16, 2, 1000, 0, 1
10, 16, 2, 1000, 0, 1
11, 8, 2, 600, 0, 1
12, 8, 2, 600, 0, 1
13, 4, 2, 300, 0, 1
14, 4, 2, 100, 0, 1
15, 4, 2, 200, 0, 1
16, 4, 3, 150, 0, 1
17, 4, 2, 350, 0, 1
18, 16, 2, 1000, 0, 1
19, 16, 2, 1000, 0, 1
20, 8, 2, 600, 0, 1
21, 8, 2, 600, 0, 1
22, 4, 2, 300, 0, 1
23, 4, 2, 100, 0, 1
24, 4, 2, 200, 0, 1
25, 4, 3, 150, 0, 1
26, 4, 2, 350, 0, 1

# physical links
27, 1, 1, 200, 0.02, 0, [0 1]
28, 1, 1, 180, 0.025, 0, [1 2]
29, 1, 1, 160, 0.05, 0, [8 7]
30, 1, 1, 175, 0.0125, 0, [2 3]
31, 1, 1, 150, 0.025, 0, [1 6]
32, 1, 1, 125, 0.035, 0, [3 8]
33, 1, 1, 225, 0.025, 0, [4 7]
34, 1, 1, 75, 0.025, 0, [8 4]
35, 1, 1, 65, 0.025, 0, [1 3]
36, 1, 1, 90, 0.025, 0, [3 5]
37, 1, 1, 110, 0.075, 0, [5 3]
38, 1, 1, 100, 0.025, 0, [1 5]
39, 1, 1, 200, 0.02, 0, [0 9]
40, 1, 1, 180, 0.025, 0, [9 10]
41, 1, 1, 160, 0.05, 0, [11 8]
42, 1, 1, 175, 0.0125, 0, [13 12]
43, 1, 1, 150, 0.025, 0, [12 11]
44, 1, 1, 125, 0.035, 0, [11 14]
45, 1, 1, 225, 0.025, 0, [11 15]
46, 1, 1, 75, 0.025, 0, [11 16]
47, 1, 1, 65, 0.025, 0, [11 17]
48, 1, 1, 90, 0.025, 0, [11 18]
49, 1, 1, 110, 0.075, 0, [11 19]
50, 1, 1, 100, 0.025, 0, [16 17]
51, 1, 1, 200, 0.02, 0, [16 20]
52, 1, 1, 180, 0.025, 0, [18 20]
53, 1, 1, 160, 0.05, 0, [19 21]
54, 1, 1, 175, 0.0125, 0, [21 22]
55, 1, 1, 150, 0.025, 0, [21 23]
56, 1, 1, 125, 0.035, 0, [21 24]
57, 1, 1, 225, 0.025, 0, [20 25]
58, 1, 1, 75, 0.025, 0, [25 26]
59, 1, 1, 65, 0.025, 0, [26 20]
60, 1, 1, 90, 0.025, 0, [26 6]
61, 1, 1, 110, 0.075, 0, [7 11]
62, 1, 1, 100, 0.025, 0, [5 23]
63, 1, 1, 200, 0.02, 0, [5 12]
64, 1, 1, 180, 0.025, 0, [9 22]
65, 1, 1, 160, 0.05, 0, [10 16]
66, 1, 1, 175, 0.0125, 0, [18 3]
67, 1, 1, 150, 0.025, 0, [26 1]
68, 1, 1, 125, 0.035, 0, [26 3]
69, 1, 1, 225, 0.025, 0, [26 8]
70, 1, 1, 75, 0.025, 0, [26 7]
