0, 7, 1, 27753, 1, 1
1, 2, 1, 9540, 1, 1
2, 3, 2, 14322, 1, 1
3, 2, 5, 16893, 1, 1
4, 2, 1, 16722, 1, 1
5, 3, 1, 71174, 1, 1
6, 2, 1, 34201, 1, 1
7, 2, 1, 116701, 1, 1
8, 9, 1, 20237, 1, 1
9, 9, 1, 52999, 1, 1
10, 4, 10, 8781, 1, 1
11, 13, 2, 27223, 1, 1
12, 6, 1, 7932, 1, 1
13, 4, 1, 10983, 1, 1
14, 14, 11, 23502, 1, 1
15, 2, 1, 10852, 1, 1
16, 3, 1, 27592, 1, 1
17, 2, 1, 9793, 1, 1
18, 2, 1, 9929, 1, 1
19, 3, 1, 45884, 1, 1
20, 3, 1, 23742, 1, 1
21, 2, 1, 16438, 1, 1
22, 2, 1, 8741, 1, 1
23, 2, 1, 15450, 1, 1
24, 2, 10, 71311, 1, 1
25, 9, 1, 84869, 1, 1
26, 3, 6, 109021, 1, 1
27, 3, 1, 8331, 1, 1
28, 2, 1, 8982, 1, 1
29, 6, 4, 26740, 1, 1
30, 2, 1, 11844, 1, 1
31, 12, 1, 15590, 1, 1
32, 4, 1, 51418, 1, 1
33, 5, 2, 8412, 1, 1
34, 2, 1, 25633, 1, 1
35, 4, 1, 28165, 1, 1
36, 2, 1, 60948, 1, 1
37, 2, 1, 11686, 1, 1
38, 3, 1, 21424, 1, 1
39, 3, 1, 36397, 1, 1
40, 2, 4, 8437, 1, 1
41, 2, 24, 57888, 1, 1
42, 2, 1, 76291, 1, 1
43, 3, 1, 19066, 1, 1
44, 2, 1, 11926, 1, 1
45, 2, 1, 7691, 1, 1
46, 3, 1, 9989, 1, 1
47, 2, 1, 8276, 1, 1
48, 7, 1, 8293, 1, 1
49, 2, 3, 9651, 1, 1
50, 2, 1, 26888, 1, 1
51, 2, 4, 30953, 1, 1
52, 4, 9, 15554, 1, 1
53, 2, 1, 21174, 1, 1
54, 4, 1, 18629, 1, 1
55, 2, 1, 21553, 1, 1
56, 2, 2, 8572, 1, 1
57, 2, 1, 109341, 1, 1
58, 3, 30, 23678, 1, 1
59, 2, 1, 14812, 1, 1
60, 3, 1, 13911, 1, 1
61, 3, 1, 46817, 1, 1
62, 3, 1, 15866, 1, 1
63, 3, 1, 26388, 1, 1
64, 3, 1, 33402, 1, 1
65, 6, 1, 65644, 1, 1
66, 4, 1, 8101, 1, 1
67, 5, 3, 11113, 1, 1
68, 7, 27, 11415, 1, 1
69, 3, 14, 10739, 1, 1
70, 10, 1, 99731, 1, 1
71, 2, 1, 55596, 1, 1
72, 3, 1, 20863, 1, 1
73, 2, 4, 20121, 1, 1
74, 4, 1, 11374, 1, 1
75, 3, 2, 51568, 1, 1
76, 2, 1, 71581, 1, 1
77, 7, 1, 16435, 1, 1
78, 3, 1, 29409, 1, 1
79, 2, 1, 28364, 1, 1
80, 6, 2, 16333, 1, 1
81, 6, 1, 12294, 1, 1
82, 2, 1, 11047, 1, 1
83, 2, 1, 7850, 1, 1
84, 2, 1, 16854, 1, 1
85, 2, 2, 126314, 1, 1
86, 2, 1, 17772, 1, 1
87, 14, 9, 9336, 1, 1
88, 2, 1, 14087, 1, 1
89, 2, 1, 12064, 1, 1
90, 7, 1, 9220, 1, 1
91, 2, 1, 26064, 1, 1
92, 4, 1, 108136, 1, 1
93, 4, 1, 68377, 1, 1
94, 2, 3, 58387, 1, 1
95, 2, 1, 45732, 1, 1
96, 7, 2, 126876, 1, 1
97, 2, 1, 21236, 1, 1
98, 12, 1, 26565, 1, 1
99, 2, 1, 10740, 1, 1
100, 1, 1, 1258, 1, 0, [0 56]
101, 1, 1, 1026, 1, 0, [0 50]
102, 1, 1, 946, 1, 0, [0 65]
103, 1, 1, 1235, 1, 0, [0 22]
104, 1, 1, 5857, 1, 0, [1 50]
105, 1, 1, 1023, 1, 0, [1 66]
106, 1, 1, 6509, 1, 0, [1 85]
107, 1, 1, 909, 1, 0, [1 15]
108, 1, 1, 2422, 1, 0, [1 42]
109, 1, 1, 1079, 1, 0, [1 39]
110, 1, 1, 896, 1, 0, [2 37]
111, 1, 1, 854, 1, 0, [2 19]
112, 1, 1, 1108, 1, 0, [2 69]
113, 1, 1, 1911, 1, 0, [2 9]
114, 1, 1, 2519, 1, 0, [2 45]
115, 1, 1, 1065, 1, 0, [2 60]
116, 1, 1, 829, 1, 0, [2 24]
117, 1, 1, 1501, 1, 0, [2 39]
118, 1, 1, 7774, 1, 0, [2 61]
119, 1, 1, 1169, 1, 0, [2 97]
120, 1, 1, 6902, 1, 0, [2 13]
121, 1, 1, 2878, 1, 0, [2 66]
122, 1, 1, 1543, 1, 0, [2 37]
123, 1, 1, 4218, 1, 0, [2 27]
124, 1, 1, 1004, 1, 0, [2 96]
125, 1, 1, 1686, 1, 0, [2 73]
126, 1, 1, 2813, 1, 0, [2 55]
127, 1, 1, 1334, 1, 0, [2 33]
128, 1, 1, 989, 1, 0, [3 11]
129, 1, 1, 2389, 1, 0, [3 14]
130, 1, 1, 858, 1, 0, [3 31]
131, 1, 1, 1997, 1, 0, [3 70]
132, 1, 1, 2163, 1, 0, [4 10]
133, 1, 1, 5120, 1, 0, [4 69]
134, 1, 1, 1052, 1, 0, [4 76]
135, 1, 1, 1048, 1, 0, [4 25]
136, 1, 1, 2845, 1, 0, [4 29]
137, 1, 1, 1086, 1, 0, [4 49]
138, 1, 1, 3215, 1, 0, [4 10]
139, 1, 1, 819, 1, 0, [4 43]
140, 1, 1, 928, 1, 0, [4 64]
141, 1, 1, 4054, 1, 0, [4 73]
142, 1, 1, 4050, 1, 0, [4 32]
143, 1, 1, 4456, 1, 0, [5 4]
144, 1, 1, 1418, 1, 0, [5 38]
145, 1, 1, 1789, 1, 0, [5 8]
146, 1, 1, 1600, 1, 0, [5 10]
147, 1, 1, 1236, 1, 0, [6 65]
148, 1, 1, 1258, 1, 0, [6 76]
149, 1, 1, 2044, 1, 0, [6 61]
150, 1, 1, 1183, 1, 0, [6 33]
151, 1, 1, 2976, 1, 0, [6 62]
152, 1, 1, 1359, 1, 0, [7 3]
153, 1, 1, 3753, 1, 0, [7 89]
154, 1, 1, 1277, 1, 0, [7 78]
155, 1, 1, 1228, 1, 0, [7 38]
156, 1, 1, 1663, 1, 0, [8 9]
157, 1, 1, 1402, 1, 0, [8 21]
158, 1, 1, 854, 1, 0, [8 32]
159, 1, 1, 1690, 1, 0, [9 42]
160, 1, 1, 3306, 1, 0, [9 78]
161, 1, 1, 905, 1, 0, [9 33]
162, 1, 1, 2545, 1, 0, [9 63]
163, 1, 1, 1696, 1, 0, [9 30]
164, 1, 1, 1123, 1, 0, [10 87]
165, 1, 1, 1324, 1, 0, [10 67]
166, 1, 1, 2739, 1, 0, [11 70]
167, 1, 1, 5404, 1, 0, [11 39]
168, 1, 1, 1224, 1, 0, [11 78]
169, 1, 1, 1104, 1, 0, [12 36]
170, 1, 1, 3142, 1, 0, [12 71]
171, 1, 1, 1206, 1, 0, [12 81]
172, 1, 1, 1731, 1, 0, [12 6]
173, 1, 1, 1071, 1, 0, [12 93]
174, 1, 1, 1247, 1, 0, [12 91]
175, 1, 1, 930, 1, 0, [12 78]
176, 1, 1, 1214, 1, 0, [12 13]
177, 1, 1, 835, 1, 0, [12 75]
178, 1, 1, 3086, 1, 0, [12 8]
179, 1, 1, 3062, 1, 0, [12 13]
180, 1, 1, 1231, 1, 0, [12 0]
181, 1, 1, 7406, 1, 0, [12 92]
182, 1, 1, 2241, 1, 0, [12 53]
183, 1, 1, 3064, 1, 0, [12 1]
184, 1, 1, 1017, 1, 0, [12 66]
185, 1, 1, 2745, 1, 0, [12 92]
186, 1, 1, 4545, 1, 0, [12 49]
187, 1, 1, 821, 1, 0, [12 20]
188, 1, 1, 2674, 1, 0, [12 56]
189, 1, 1, 1338, 1, 0, [12 44]
190, 1, 1, 940, 1, 0, [12 92]
191, 1, 1, 925, 1, 0, [12 24]
192, 1, 1, 1860, 1, 0, [12 66]
193, 1, 1, 1090, 1, 0, [12 87]
194, 1, 1, 846, 1, 0, [13 58]
195, 1, 1, 864, 1, 0, [13 72]
196, 1, 1, 2006, 1, 0, [13 42]
197, 1, 1, 1443, 1, 0, [13 58]
198, 1, 1, 1744, 1, 0, [13 10]
199, 1, 1, 3337, 1, 0, [13 54]
200, 1, 1, 2172, 1, 0, [14 51]
201, 1, 1, 1133, 1, 0, [14 59]
202, 1, 1, 1188, 1, 0, [14 34]
203, 1, 1, 3664, 1, 0, [14 13]
204, 1, 1, 983, 1, 0, [14 74]
205, 1, 1, 966, 1, 0, [14 85]
206, 1, 1, 1184, 1, 0, [14 7]
207, 1, 1, 1326, 1, 0, [15 34]
208, 1, 1, 1228, 1, 0, [15 90]
209, 1, 1, 1291, 1, 0, [15 31]
210, 1, 1, 2558, 1, 0, [15 75]
211, 1, 1, 3616, 1, 0, [15 45]
212, 1, 1, 1320, 1, 0, [15 93]
213, 1, 1, 2382, 1, 0, [16 89]
214, 1, 1, 2692, 1, 0, [16 76]
215, 1, 1, 1042, 1, 0, [16 7]
216, 1, 1, 2390, 1, 0, [16 44]
217, 1, 1, 1726, 1, 0, [17 75]
218, 1, 1, 1488, 1, 0, [17 82]
219, 1, 1, 2765, 1, 0, [17 56]
220, 1, 1, 1753, 1, 0, [17 48]
221, 1, 1, 3018, 1, 0, [18 66]
222, 1, 1, 1391, 1, 0, [18 50]
223, 1, 1, 882, 1, 0, [18 52]
224, 1, 1, 5454, 1, 0, [18 75]
225, 1, 1, 1987, 1, 0, [18 38]
226, 1, 1, 4042, 1, 0, [18 38]
227, 1, 1, 1693, 1, 0, [19 67]
228, 1, 1, 2557, 1, 0, [19 12]
229, 1, 1, 1301, 1, 0, [19 56]
230, 1, 1, 897, 1, 0, [19 97]
231, 1, 1, 837, 1, 0, [19 85]
232, 1, 1, 2566, 1, 0, [19 96]
233, 1, 1, 919, 1, 0, [19 99]
234, 1, 1, 1910, 1, 0, [19 84]
235, 1, 1, 5163, 1, 0, [19 89]
236, 1, 1, 5382, 1, 0, [19 6]
237, 1, 1, 864, 1, 0, [19 18]
238, 1, 1, 988, 1, 0, [19 35]
239, 1, 1, 2377, 1, 0, [19 0]
240, 1, 1, 1280, 1, 0, [19 17]
241, 1, 1, 7241, 1, 0, [19 51]
242, 1, 1, 4798, 1, 0, [19 8]
243, 1, 1, 1417, 1, 0, [19 87]
244, 1, 1, 3231, 1, 0, [19 13]
245, 1, 1, 1495, 1, 0, [20 75]
246, 1, 1, 817, 1, 0, [20 99]
247, 1, 1, 1587, 1, 0, [20 31]
248, 1, 1, 1212, 1, 0, [20 75]
249, 1, 1, 5598, 1, 0, [20 75]
250, 1, 1, 3305, 1, 0, [20 71]
251, 1, 1, 4790, 1, 0, [20 49]
252, 1, 1, 1440, 1, 0, [21 0]
253, 1, 1, 2424, 1, 0, [21 91]
254, 1, 1, 1160, 1, 0, [21 86]
255, 1, 1, 3314, 1, 0, [21 69]
256, 1, 1, 2905, 1, 0, [21 57]
257, 1, 1, 1164, 1, 0, [21 2]
258, 1, 1, 7020, 1, 0, [21 19]
259, 1, 1, 963, 1, 0, [21 68]
260, 1, 1, 1983, 1, 0, [21 99]
261, 1, 1, 1390, 1, 0, [22 54]
262, 1, 1, 1514, 1, 0, [22 44]
263, 1, 1, 3123, 1, 0, [22 50]
264, 1, 1, 1571, 1, 0, [22 21]
265, 1, 1, 998, 1, 0, [22 21]
266, 1, 1, 8748, 1, 0, [22 41]
267, 1, 1, 3189, 1, 0, [22 20]
268, 1, 1, 1325, 1, 0, [23 6]
269, 1, 1, 1735, 1, 0, [23 61]
270, 1, 1, 4909, 1, 0, [23 26]
271, 1, 1, 1700, 1, 0, [23 15]
272, 1, 1, 1280, 1, 0, [24 71]
273, 1, 1, 871, 1, 0, [24 36]
274, 1, 1, 909, 1, 0, [24 34]
275, 1, 1, 1448, 1, 0, [25 3]
276, 1, 1, 1321, 1, 0, [25 60]
277, 1, 1, 883, 1, 0, [25 56]
278, 1, 1, 1754, 1, 0, [25 21]
279, 1, 1, 1025, 1, 0, [25 82]
280, 1, 1, 1336, 1, 0, [25 17]
281, 1, 1, 6449, 1, 0, [25 61]
282, 1, 1, 1230, 1, 0, [25 17]
283, 1, 1, 1094, 1, 0, [26 46]
284, 1, 1, 877, 1, 0, [26 33]
285, 1, 1, 6671, 1, 0, [26 17]
286, 1, 1, 2797, 1, 0, [27 31]
287, 1, 1, 1376, 1, 0, [27 52]
288, 1, 1, 5472, 1, 0, [27 50]
289, 1, 1, 2746, 1, 0, [27 42]
290, 1, 1, 5205, 1, 0, [27 37]
291, 1, 1, 6016, 1, 0, [27 89]
292, 1, 1, 2123, 1, 0, [28 5]
293, 1, 1, 1544, 1, 0, [28 40]
294, 1, 1, 3024, 1, 0, [28 81]
295, 1, 1, 2845, 1, 0, [28 76]
296, 1, 1, 1081, 1, 0, [28 0]
297, 1, 1, 1692, 1, 0, [28 60]
298, 1, 1, 1333, 1, 0, [29 52]
299, 1, 1, 2545, 1, 0, [29 3]
300, 1, 1, 3233, 1, 0, [29 83]
301, 1, 1, 4567, 1, 0, [29 15]
302, 1, 1, 2213, 1, 0, [30 38]
303, 1, 1, 1140, 1, 0, [30 67]
304, 1, 1, 948, 1, 0, [31 55]
305, 1, 1, 1042, 1, 0, [32 2]
306, 1, 1, 3243, 1, 0, [32 9]
307, 1, 1, 2200, 1, 0, [32 83]
308, 1, 1, 1217, 1, 0, [32 37]
309, 1, 1, 980, 1, 0, [32 81]
310, 1, 1, 1618, 1, 0, [32 66]
311, 1, 1, 7357, 1, 0, [32 66]
312, 1, 1, 1171, 1, 0, [32 85]
313, 1, 1, 2638, 1, 0, [32 54]
314, 1, 1, 1505, 1, 0, [32 1]
315, 1, 1, 7518, 1, 0, [32 60]
316, 1, 1, 2027, 1, 0, [32 83]
317, 1, 1, 2494, 1, 0, [32 90]
318, 1, 1, 821, 1, 0, [33 17]
319, 1, 1, 1086, 1, 0, [33 32]
320, 1, 1, 3598, 1, 0, [33 54]
321, 1, 1, 2818, 1, 0, [33 89]
322, 1, 1, 908, 1, 0, [33 0]
323, 1, 1, 2666, 1, 0, [33 14]
324, 1, 1, 1072, 1, 0, [34 84]
325, 1, 1, 924, 1, 0, [34 16]
326, 1, 1, 1607, 1, 0, [34 3]
327, 1, 1, 983, 1, 0, [34 84]
328, 1, 1, 1016, 1, 0, [34 62]
329, 1, 1, 6222, 1, 0, [35 86]
330, 1, 1, 4225, 1, 0, [35 4]
331, 1, 1, 1072, 1, 0, [35 75]
332, 1, 1, 2030, 1, 0, [35 59]
333, 1, 1, 3582, 1, 0, [35 16]
334, 1, 1, 3469, 1, 0, [35 83]
335, 1, 1, 1132, 1, 0, [35 73]
336, 1, 1, 941, 1, 0, [35 17]
337, 1, 1, 4780, 1, 0, [35 59]
338, 1, 1, 1348, 1, 0, [35 48]
339, 1, 1, 1051, 1, 0, [35 75]
340, 1, 1, 5213, 1, 0, [35 47]
341, 1, 1, 1232, 1, 0, [35 86]
342, 1, 1, 4596, 1, 0, [35 45]
343, 1, 1, 5728, 1, 0, [35 66]
344, 1, 1, 1587, 1, 0, [35 63]
345, 1, 1, 3152, 1, 0, [35 14]
346, 1, 1, 5340, 1, 0, [35 46]
347, 1, 1, 821, 1, 0, [36 59]
348, 1, 1, 8923, 1, 0, [36 70]
349, 1, 1, 949, 1, 0, [36 90]
350, 1, 1, 991, 1, 0, [36 69]
351, 1, 1, 2508, 1, 0, [36 47]
352, 1, 1, 2845, 1, 0, [36 53]
353, 1, 1, 834, 1, 0, [36 64]
354, 1, 1, 1147, 1, 0, [36 59]
355, 1, 1, 936, 1, 0, [37 7]
356, 1, 1, 9778, 1, 0, [37 42]
357, 1, 1, 1080, 1, 0, [37 0]
358, 1, 1, 1172, 1, 0, [37 90]
359, 1, 1, 5022, 1, 0, [37 76]
360, 1, 1, 8332, 1, 0, [37 28]
361, 1, 1, 4369, 1, 0, [37 54]
362, 1, 1, 1050, 1, 0, [37 93]
363, 1, 1, 4200, 1, 0, [37 79]
364, 1, 1, 870, 1, 0, [37 96]
365, 1, 1, 1475, 1, 0, [38 40]
366, 1, 1, 4475, 1, 0, [38 13]
367, 1, 1, 1278, 1, 0, [38 82]
368, 1, 1, 2965, 1, 0, [38 62]
369, 1, 1, 1107, 1, 0, [38 83]
370, 1, 1, 1010, 1, 0, [38 85]
371, 1, 1, 3933, 1, 0, [38 83]
372, 1, 1, 3054, 1, 0, [40 78]
373, 1, 1, 1743, 1, 0, [40 56]
374, 1, 1, 1027, 1, 0, [40 11]
375, 1, 1, 2147, 1, 0, [40 48]
376, 1, 1, 866, 1, 0, [40 17]
377, 1, 1, 897, 1, 0, [41 73]
378, 1, 1, 5373, 1, 0, [41 85]
379, 1, 1, 1298, 1, 0, [41 73]
380, 1, 1, 1404, 1, 0, [43 66]
381, 1, 1, 2341, 1, 0, [43 1]
382, 1, 1, 2068, 1, 0, [44 99]
383, 1, 1, 1007, 1, 0, [44 69]
384, 1, 1, 3368, 1, 0, [44 56]
385, 1, 1, 2445, 1, 0, [44 21]
386, 1, 1, 7706, 1, 0, [44 51]
387, 1, 1, 1377, 1, 0, [44 27]
388, 1, 1, 1125, 1, 0, [44 65]
389, 1, 1, 1877, 1, 0, [44 32]
390, 1, 1, 1003, 1, 0, [44 2]
391, 1, 1, 7862, 1, 0, [44 25]
392, 1, 1, 5314, 1, 0, [44 32]
393, 1, 1, 1118, 1, 0, [45 59]
394, 1, 1, 2946, 1, 0, [45 90]
395, 1, 1, 1113, 1, 0, [45 37]
396, 1, 1, 5472, 1, 0, [45 11]
397, 1, 1, 2260, 1, 0, [45 43]
398, 1, 1, 5276, 1, 0, [45 52]
399, 1, 1, 1127, 1, 0, [45 81]
400, 1, 1, 4361, 1, 0, [45 78]
401, 1, 1, 5131, 1, 0, [45 59]
402, 1, 1, 3272, 1, 0, [45 86]
403, 1, 1, 2193, 1, 0, [45 88]
404, 1, 1, 1699, 1, 0, [45 47]
405, 1, 1, 1596, 1, 0, [45 25]
406, 1, 1, 1474, 1, 0, [45 97]
407, 1, 1, 1086, 1, 0, [45 0]
408, 1, 1, 1167, 1, 0, [45 35]
409, 1, 1, 1169, 1, 0, [45 9]
410, 1, 1, 1917, 1, 0, [46 95]
411, 1, 1, 1052, 1, 0, [46 98]
412, 1, 1, 3210, 1, 0, [47 96]
413, 1, 1, 1802, 1, 0, [47 77]
414, 1, 1, 1313, 1, 0, [47 55]
415, 1, 1, 1495, 1, 0, [47 71]
416, 1, 1, 2347, 1, 0, [47 1]
417, 1, 1, 4559, 1, 0, [48 39]
418, 1, 1, 4957, 1, 0, [49 48]
419, 1, 1, 2769, 1, 0, [49 12]
420, 1, 1, 820, 1, 0, [49 55]
421, 1, 1, 6785, 1, 0, [49 47]
422, 1, 1, 2907, 1, 0, [49 4]
423, 1, 1, 9517, 1, 0, [49 7]
424, 1, 1, 1449, 1, 0, [49 56]
425, 1, 1, 835, 1, 0, [49 35]
426, 1, 1, 2888, 1, 0, [51 70]
427, 1, 1, 9512, 1, 0, [51 96]
428, 1, 1, 1942, 1, 0, [51 57]
429, 1, 1, 1738, 1, 0, [51 9]
430, 1, 1, 865, 1, 0, [53 47]
431, 1, 1, 8558, 1, 0, [53 92]
432, 1, 1, 1138, 1, 0, [53 20]
433, 1, 1, 1265, 1, 0, [55 69]
434, 1, 1, 993, 1, 0, [55 72]
435, 1, 1, 961, 1, 0, [55 65]
436, 1, 1, 1030, 1, 0, [55 59]
437, 1, 1, 2132, 1, 0, [55 61]
438, 1, 1, 1068, 1, 0, [57 70]
439, 1, 1, 1070, 1, 0, [57 90]
440, 1, 1, 3567, 1, 0, [57 70]
441, 1, 1, 6306, 1, 0, [57 48]
442, 1, 1, 1005, 1, 0, [57 9]
443, 1, 1, 1296, 1, 0, [57 40]
444, 1, 1, 6424, 1, 0, [57 75]
445, 1, 1, 7098, 1, 0, [57 80]
446, 1, 1, 2049, 1, 0, [57 1]
447, 1, 1, 1270, 1, 0, [57 49]
448, 1, 1, 1187, 1, 0, [57 84]
449, 1, 1, 1326, 1, 0, [57 10]
450, 1, 1, 5190, 1, 0, [57 23]
451, 1, 1, 1594, 1, 0, [57 72]
452, 1, 1, 3537, 1, 0, [57 90]
453, 1, 1, 1667, 1, 0, [57 67]
454, 1, 1, 2432, 1, 0, [57 50]
455, 1, 1, 1152, 1, 0, [57 95]
456, 1, 1, 824, 1, 0, [57 59]
457, 1, 1, 1779, 1, 0, [57 41]
458, 1, 1, 1048, 1, 0, [57 28]
459, 1, 1, 1446, 1, 0, [57 63]
460, 1, 1, 896, 1, 0, [57 12]
461, 1, 1, 2057, 1, 0, [57 49]
462, 1, 1, 1324, 1, 0, [57 93]
463, 1, 1, 846, 1, 0, [58 37]
464, 1, 1, 1753, 1, 0, [58 36]
465, 1, 1, 8100, 1, 0, [58 97]
466, 1, 1, 1867, 1, 0, [58 49]
467, 1, 1, 1147, 1, 0, [58 59]
468, 1, 1, 1367, 1, 0, [58 86]
469, 1, 1, 1263, 1, 0, [58 98]
470, 1, 1, 1677, 1, 0, [58 92]
471, 1, 1, 2175, 1, 0, [58 39]
472, 1, 1, 5965, 1, 0, [58 46]
473, 1, 1, 2839, 1, 0, [58 71]
474, 1, 1, 2037, 1, 0, [58 40]
475, 1, 1, 1510, 1, 0, [58 51]
476, 1, 1, 2123, 1, 0, [58 47]
477, 1, 1, 1937, 1, 0, [58 83]
478, 1, 1, 906, 1, 0, [58 54]
479, 1, 1, 2295, 1, 0, [58 83]
480, 1, 1, 886, 1, 0, [58 18]
481, 1, 1, 976, 1, 0, [58 0]
482, 1, 1, 2034, 1, 0, [58 25]
483, 1, 1, 5269, 1, 0, [58 82]
484, 1, 1, 2939, 1, 0, [58 54]
485, 1, 1, 1977, 1, 0, [58 78]
486, 1, 1, 1111, 1, 0, [59 5]
487, 1, 1, 5159, 1, 0, [59 24]
488, 1, 1, 1730, 1, 0, [59 19]
489, 1, 1, 3133, 1, 0, [59 19]
490, 1, 1, 821, 1, 0, [59 69]
491, 1, 1, 817, 1, 0, [59 88]
492, 1, 1, 2361, 1, 0, [59 45]
493, 1, 1, 928, 1, 0, [59 91]
494, 1, 1, 1717, 1, 0, [59 29]
495, 1, 1, 879, 1, 0, [59 10]
