219, 51, 48, 833
304, 99, 86, 526
323, 25, 64, 5052
368, 74, 5, 529
376, 5, 67, 1141
432, 27, 77, 703
446, 21, 1, 1268
451, 71, 67, 913
498, 47, 73, 1269
514, 57, 45, 1017
534, 57, 69, 4089
546, 10, 11, 945
562, 82, 43, 1004
581, 52, 46, 831
591, 62, 34, 1068
602, 54, 26, 782
604, 48, 51, 906
607, 19, 59, 1968
612, 43, 39, 567
616, 55, 75, 555
628, 3, 5, 843
632, 0, 36, 770
647, 67, 5, 2651
653, 84, 30, 1021
665, 66, 73, 579
667, 64, 25, 519
678, 73, 69, 745
683, 53, 25, 1475
730, 21, 1, 4009
734, 31, 61, 956
742, 25, 18, 3467
748, 86, 99, 2819
755, 57, 45, 522
758, 5, 74, 5233
775, 15, 68, 623
781, 47, 5, 2394
787, 61, 70, 679
789, 27, 77, 576
808, 41, 7, 547
819, 77, 38, 851
836, 47, 73, 1728
885, 50, 20, 531
887, 92, 97, 683
891, 8, 14, 521
891, 25, 64, 1329
910, 17, 9, 537
937, 82, 51, 661
968, 9, 79, 546
970, 17, 44, 1078
984, 78, 42, 1492
1009, 66, 73, 1291
1018, 48, 51, 648
1061, 64, 13, 558
1078, 64, 25, 523
1112, 26, 54, 582
1140, 45, 57, 527
1147, 74, 5, 523
1182, 46, 17, 973
1187, 59, 22, 2918
1187, 99, 13, 911
1205, 5, 67, 1439
1234, 86, 99, 576
1241, 32, 46, 1273
1301, 59, 19, 594
1335, 1, 18, 709
1349, 29, 62, 1221
1360, 48, 51, 652
1378, 93, 24, 1255
1407, 77, 27, 1924
1428, 53, 54, 830
1451, 71, 67, 1813
1470, 1, 21, 856
1470, 67, 5, 1460
1492, 25, 64, 587
1496, 12, 51, 709
1572, 74, 5, 2022
1585, 5, 3, 2058
1593, 45, 57, 612
1627, 7, 41, 723
1687, 38, 77, 1036
1726, 51, 82, 693
1814, 74, 5, 685
1857, 42, 78, 1040
