7, 59, 31, 39
8, 28, 63, 65
10, 7, 17, 137
11, 32, 63, 94
13, 59, 31, 309
14, 94, 46, 16
17, 63, 32, 139
17, 31, 59, 109
18, 63, 28, 23
20, 17, 7, 128
20, 59, 31, 247
24, 28, 63, 23
26, 63, 32, 25
26, 7, 17, 51
27, 31, 59, 283
28, 21, 57, 19
31, 63, 28, 57
32, 32, 82, 56
34, 59, 31, 29
35, 32, 63, 18
36, 7, 17, 38
37, 31, 59, 45
41, 59, 31, 44
42, 63, 28, 22
43, 32, 63, 19
45, 37, 29, 30
46, 31, 59, 18
46, 94, 46, 31
47, 28, 2, 201
49, 57, 21, 22
51, 32, 63, 16
51, 31, 59, 16
52, 17, 7, 30
52, 63, 28, 32
56, 31, 59, 14
58, 28, 63, 16
60, 59, 31, 21
63, 32, 63, 17
64, 31, 59, 23
64, 63, 28, 22
67, 31, 59, 17
68, 7, 17, 19
68, 94, 46, 67
69, 28, 63, 19
71, 63, 32, 48
72, 31, 59, 50
72, 82, 32, 34
73, 21, 57, 25
75, 17, 7, 173
76, 87, 33, 22
77, 63, 28, 21
79, 59, 31, 118
82, 54, 4, 20
83, 32, 63, 33
83, 59, 31, 84
84, 46, 94, 20
88, 7, 17, 26
88, 63, 28, 35
90, 32, 63, 112
90, 2, 28, 17
90, 59, 31, 16
95, 31, 59, 16
96, 28, 63, 29
97, 63, 32, 27
99, 57, 21, 138
99, 46, 94, 38
100, 31, 59, 14
103, 32, 82, 24
104, 17, 7, 20
106, 59, 31, 43
109, 59, 31, 16
110, 46, 94, 39
110, 28, 63, 16
111, 32, 63, 146
113, 29, 37, 21
114, 4, 60, 15
117, 31, 59, 164
120, 7, 17, 57
120, 28, 63, 28
123, 59, 31, 45
124, 57, 21, 49
125, 32, 63, 44
125, 28, 63, 22
126, 59, 31, 20
127, 17, 7, 18
131, 59, 31, 27
135, 94, 46, 64
136, 32, 63, 20
136, 7, 17, 16
136, 31, 59, 31
139, 32, 82, 80
139, 63, 28, 68
142, 31, 59, 261
143, 21, 57, 38
147, 31, 59, 21
147, 63, 28, 31
148, 63, 32, 297
148, 28, 2, 34
148, 17, 7, 135
149, 46, 94, 79
150, 54, 4, 27
152, 29, 37, 22
155, 59, 31, 290
156, 17, 7, 41
158, 32, 82, 17
158, 63, 28, 21
159, 63, 32, 21
161, 31, 59, 18
162, 57, 21, 30
163, 42, 94, 21
166, 59, 31, 59
169, 28, 63, 34
171, 17, 7, 42
171, 31, 59, 20
171, 46, 94, 18
172, 32, 63, 72
178, 31, 59, 32
182, 32, 63, 39
183, 28, 63, 36
184, 7, 17, 26
185, 94, 46, 159
186, 31, 59, 47
187, 21, 57, 15
190, 32, 63, 134
192, 31, 59, 165
194, 7, 17, 176
195, 82, 32, 33
195, 28, 63, 24
196, 59, 31, 31
199, 59, 31, 19
200, 57, 21, 18
201, 63, 32, 67
204, 31, 59, 220
206, 17, 7, 23
207, 59, 31, 24
207, 94, 46, 45
207, 63, 28, 121
209, 63, 32, 24
210, 57, 21, 20
210, 59, 31, 39
212, 37, 29, 14
214, 59, 31, 197
215, 2, 28, 15
216, 28, 63, 24
217, 32, 82, 21
220, 54, 4, 86
221, 31, 59, 18
222, 63, 32, 15
222, 17, 7, 158
224, 21, 57, 22
227, 59, 31, 60
228, 28, 63, 22
231, 7, 17, 174
232, 32, 63, 23
233, 59, 31, 33
236, 37, 29, 98
236, 28, 63, 74
237, 59, 31, 15
237, 46, 94, 210
238, 94, 42, 47
238, 7, 17, 18
240, 63, 32, 48
241, 28, 2, 34
241, 31, 59, 38
245, 63, 32, 16
245, 76, 89, 62
245, 28, 63, 15
246, 21, 57, 79
248, 87, 33, 302
248, 32, 82, 18
250, 31, 59, 87
251, 7, 17, 137
253, 59, 31, 40
254, 32, 63, 21
255, 94, 46, 19
256, 59, 31, 31
258, 21, 57, 69
258, 63, 28, 19
260, 17, 7, 64
263, 59, 31, 20
264, 63, 28, 17
265, 32, 63, 37
266, 17, 7, 23
266, 31, 59, 35
266, 32, 82, 24
269, 63, 28, 19
270, 57, 21, 19
271, 32, 63, 172
273, 46, 94, 82
274, 31, 59, 16
276, 32, 63, 29
280, 17, 7, 146
282, 31, 59, 25
282, 63, 28, 15
286, 82, 32, 21
287, 29, 37, 265
288, 63, 32, 37
288, 17, 7, 32
288, 59, 31, 16
291, 59, 31, 39
293, 28, 63, 32
296, 2, 28, 130
296, 17, 7, 28
297, 57, 21, 39
297, 63, 32, 20
299, 31, 59, 39
300, 94, 46, 28
303, 32, 82, 63
303, 63, 28, 142
305, 32, 63, 56
305, 31, 59, 17
309, 7, 17, 38
313, 59, 31, 20
