119, 82, 42, 37
157, 8, 20, 50
231, 20, 41, 117
263, 5, 66, 94
290, 11, 61, 208
302, 53, 55, 49
331, 41, 13, 57
334, 20, 8, 113
339, 70, 7, 44
342, 92, 9, 53
348, 0, 7, 43
367, 14, 42, 43
380, 82, 42, 42
385, 95, 10, 52
386, 28, 93, 41
406, 43, 27, 84
427, 29, 41, 148
446, 93, 50, 70
457, 65, 90, 57
479, 97, 81, 96
485, 20, 41, 138
501, 80, 73, 218
504, 70, 60, 119
512, 9, 97, 100
524, 63, 65, 112
567, 70, 51, 85
595, 57, 46, 194
596, 38, 73, 120
612, 84, 81, 73
613, 7, 70, 60
620, 8, 35, 75
630, 61, 11, 166
632, 82, 42, 101
666, 58, 32, 45
672, 13, 41, 77
680, 94, 39, 44
688, 33, 98, 82
697, 9, 90, 47
701, 8, 20, 61
705, 62, 84, 266
710, 36, 89, 163
713, 41, 29, 149
714, 9, 92, 74
718, 75, 44, 36
723, 25, 78, 59
738, 0, 7, 51
743, 28, 93, 37
793, 70, 36, 70
824, 76, 59, 117
824, 5, 66, 50
826, 82, 42, 121
832, 94, 40, 47
860, 20, 41, 105
863, 19, 55, 75
871, 80, 73, 142
898, 10, 95, 90
905, 41, 13, 37
915, 28, 0, 37
917, 20, 8, 43
931, 97, 9, 73
941, 42, 14, 61
960, 42, 82, 263
962, 95, 30, 42
964, 8, 35, 71
965, 27, 43, 40
967, 89, 36, 112
982, 55, 53, 37
995, 65, 90, 391
1007, 98, 33, 326
1008, 50, 93, 130
1009, 61, 11, 46
1010, 73, 38, 195
1012, 81, 97, 65
1015, 68, 75, 63
1049, 7, 0, 37
1071, 41, 20, 213
1082, 58, 32, 134
1105, 7, 70, 154
1132, 75, 44, 54
1165, 5, 66, 71
1185, 94, 40, 41
1186, 25, 94, 89
1188, 60, 70, 43
1192, 10, 95, 40
1206, 63, 65, 84
1207, 20, 8, 216
1251, 82, 42, 57
1285, 43, 99, 202
1292, 62, 84, 52
1304, 41, 20, 60
1314, 0, 7, 98
1328, 29, 41, 101
1337, 13, 41, 52
1338, 60, 82, 49
1353, 1, 81, 69
1356, 36, 89, 52
1361, 39, 94, 143
1364, 12, 31, 83
1385, 70, 33, 48
1388, 78, 25, 45
1399, 59, 76, 76
1417, 43, 27, 138
1429, 14, 42, 128
1436, 8, 20, 57
1480, 70, 60, 104
1490, 26, 13, 48
1498, 46, 86, 49
1501, 33, 98, 40
1504, 41, 20, 68
1514, 82, 42, 128
1519, 73, 38, 267
1532, 36, 70, 116
1617, 82, 42, 110
1626, 97, 9, 71
1636, 55, 53, 38
1660, 28, 0, 68
1714, 95, 10, 81
1777, 63, 65, 141
1783, 82, 42, 78
1795, 58, 32, 73
1868, 78, 25, 121
2043, 38, 73, 109
