213, 11, 2, 5262
215, 5, 0, 1371
222, 6, 3, 672
223, 10, 1, 1134
225, 9, 14, 14112
225, 9, 11, 2552
226, 6, 11, 23459
227, 10, 4, 4507
228, 18, 8, 5427
229, 7, 15, 1043
229, 16, 8, 12280
230, 2, 11, 783
230, 7, 9, 991
231, 7, 10, 9779
231, 10, 1, 3849
237, 11, 2, 32508
238, 3, 14, 1882
241, 10, 4, 797
241, 12, 10, 877
241, 5, 0, 811
243, 10, 1, 1509
246, 4, 16, 1276
247, 0, 2, 751
248, 16, 4, 1660
249, 9, 11, 3207
250, 3, 13, 1587
250, 10, 7, 690
251, 3, 6, 2809
252, 0, 5, 15791
253, 4, 10, 1520
253, 17, 2, 678
254, 1, 10, 1485
254, 0, 11, 1781
256, 10, 12, 3311
256, 15, 9, 11793
257, 14, 9, 1073
257, 11, 2, 1771
258, 9, 11, 2860
261, 0, 15, 847
261, 16, 3, 786
265, 10, 1, 2491
265, 10, 4, 3623
265, 12, 10, 685
265, 3, 14, 11345
266, 11, 19, 4899
267, 7, 15, 7444
267, 8, 19, 8019
268, 0, 10, 1235
268, 9, 7, 1124
269, 3, 6, 915
269, 2, 11, 800
270, 0, 5, 710
271, 11, 12, 2724
271, 0, 10, 1096
272, 16, 17, 3239
273, 14, 9, 959
277, 10, 7, 3452
277, 9, 12, 4499
278, 12, 14, 1813
278, 1, 16, 10324
278, 4, 16, 3977
279, 16, 8, 1073
280, 6, 3, 1905
282, 18, 8, 867
282, 11, 2, 11934
284, 9, 11, 677
284, 6, 11, 784
286, 10, 4, 1659
287, 1, 10, 4201
288, 7, 10, 19489
288, 7, 15, 1548
288, 15, 7, 1493
289, 12, 18, 2096
289, 13, 13, 2180
290, 2, 17, 1179
292, 3, 6, 708
292, 2, 11, 2697
293, 5, 0, 8643
294, 12, 10, 3291
296, 6, 16, 856
299, 4, 10, 3264
300, 0, 16, 751
302, 1, 10, 11952
303, 3, 1, 731
305, 7, 10, 976
305, 9, 11, 675
305, 2, 8, 3351
306, 15, 15, 762
306, 3, 5, 3631
307, 14, 15, 924
307, 15, 9, 2195
308, 18, 8, 812
308, 2, 13, 13634
308, 11, 4, 2773
308, 16, 8, 19822
308, 10, 1, 923
308, 15, 7, 998
310, 3, 6, 27289
312, 16, 3, 4254
314, 9, 14, 914
314, 8, 11, 1154
315, 11, 6, 7704
316, 0, 9, 13568
316, 0, 5, 1616
318, 9, 7, 1993
319, 10, 7, 997
319, 2, 11, 6124
320, 9, 11, 3271
321, 16, 4, 21734
322, 4, 10, 982
324, 3, 6, 3618
324, 15, 10, 1452
326, 4, 16, 16767
327, 7, 15, 1012
327, 14, 3, 1055
330, 7, 10, 902
330, 8, 18, 747
331, 1, 6, 2940
332, 1, 10, 1285
332, 17, 16, 759
333, 3, 16, 2288
334, 18, 8, 3836
334, 11, 6, 2185
335, 3, 13, 3586
335, 7, 6, 2425
335, 0, 6, 1333
335, 18, 15, 1610
336, 15, 7, 13918
337, 5, 0, 825
337, 7, 9, 729
337, 12, 9, 3165
337, 1, 7, 9595
339, 6, 3, 1382
340, 7, 11, 4751
340, 12, 10, 2890
340, 9, 19, 4071
340, 0, 10, 4972
340, 0, 10, 1183
341, 10, 1, 851
341, 4, 10, 2761
342, 0, 2, 1873
342, 8, 16, 1361
344, 17, 2, 1125
344, 2, 17, 32849
345, 5, 5, 17402
346, 9, 0, 2481
346, 10, 12, 10085
346, 16, 3, 839
347, 9, 11, 803
348, 2, 11, 2098
349, 1, 10, 2663
349, 6, 8, 1315
350, 14, 9, 679
351, 0, 12, 1755
352, 3, 16, 2773
353, 10, 1, 1404
354, 2, 11, 7585
354, 10, 7, 795
354, 15, 5, 1252
356, 10, 4, 1429
357, 0, 5, 10620
358, 8, 16, 3810
361, 9, 15, 2344
362, 5, 8, 2915
363, 16, 4, 2793
365, 6, 0, 16239
365, 0, 9, 1094
366, 14, 3, 4747
368, 11, 9, 3212
368, 3, 6, 13576
369, 15, 7, 692
369, 8, 12, 1166
369, 16, 8, 2812
369, 11, 2, 1135
370, 14, 16, 1256
370, 0, 9, 2206
370, 19, 4, 1658
370, 13, 2, 1484
370, 9, 7, 11249
371, 10, 4, 1983
372, 10, 9, 1321
372, 10, 12, 5493
373, 10, 1, 10544
373, 10, 19, 1331
373, 6, 11, 1669
374, 19, 11, 2379
375, 16, 4, 915
375, 16, 6, 4411
375, 0, 5, 6121
376, 0, 15, 7351
378, 1, 9, 2145
378, 11, 9, 1045
380, 10, 19, 17930
381, 7, 10, 800
382, 11, 12, 721
385, 10, 9, 9785
385, 12, 10, 2797
386, 7, 7, 1433
386, 3, 19, 745
386, 13, 13, 917
388, 18, 5, 846
388, 6, 10, 1256
388, 7, 3, 2256
389, 10, 4, 875
389, 0, 10, 712
389, 16, 17, 865
389, 1, 10, 5380
390, 13, 7, 11698
390, 11, 9, 809
391, 4, 16, 8157
391, 10, 3, 1174
392, 9, 14, 2365
392, 7, 15, 1683
394, 12, 19, 795
394, 3, 13, 949
394, 0, 9, 685
394, 5, 0, 963
394, 3, 6, 1792
394, 9, 19, 928
395, 10, 7, 680
395, 0, 10, 23976
395, 0, 11, 4873
396, 12, 0, 12923
397, 11, 2, 1671
397, 19, 4, 973
398, 8, 18, 2508
398, 10, 15, 4916
399, 9, 7, 717
399, 16, 19, 825
400, 5, 16, 2612
401, 2, 11, 1135
402, 10, 1, 793
402, 4, 11, 2489
402, 16, 3, 1514
403, 11, 6, 14609
404, 12, 18, 1399
404, 10, 12, 1765
405, 14, 12, 7069
405, 19, 18, 2189
405, 19, 14, 1417
406, 16, 1, 10938
407, 11, 9, 10271
408, 10, 12, 1920
408, 15, 9, 676
408, 3, 14, 1730
409, 18, 10, 8036
410, 5, 5, 982
410, 6, 3, 4220
410, 8, 19, 1223
412, 1, 10, 11769
412, 15, 15, 11418
412, 4, 10, 11611
414, 5, 4, 4954
414, 8, 10, 997
415, 6, 16, 6356
415, 19, 3, 9746
416, 16, 8, 30889
418, 11, 2, 3264
