339, 23, 371, 521
353, 400, 385, 463
386, 451, 176, 404
401, 431, 209, 531
413, 258, 370, 1832
439, 494, 445, 1345
502, 376, 492, 929
511, 465, 56, 409
513, 338, 280, 772
514, 338, 450, 532
528, 56, 420, 431
544, 245, 432, 768
550, 446, 234, 711
553, 356, 3, 563
556, 134, 233, 1052
561, 104, 79, 492
564, 275, 356, 515
569, 347, 137, 493
570, 375, 268, 434
577, 336, 18, 408
581, 116, 187, 589
586, 442, 134, 526
590, 120, 16, 768
592, 25, 82, 599
598, 281, 243, 1267
614, 88, 120, 409
614, 35, 153, 402
621, 486, 200, 881
638, 23, 371, 1779
653, 317, 250, 2041
657, 352, 59, 1615
689, 491, 71, 2727
702, 444, 63, 974
702, 219, 29, 1131
705, 439, 192, 1698
710, 357, 269, 602
727, 304, 120, 1020
730, 297, 347, 951
750, 47, 169, 602
750, 427, 33, 426
763, 95, 436, 987
764, 186, 5, 605
769, 107, 13, 414
779, 169, 398, 419
795, 366, 248, 3163
796, 405, 70, 433
797, 204, 111, 569
800, 301, 214, 517
806, 217, 40, 2495
806, 431, 209, 415
815, 161, 433, 1146
837, 134, 442, 3945
847, 170, 259, 429
848, 49, 184, 460
851, 396, 176, 482
860, 415, 1, 532
866, 332, 305, 406
869, 56, 454, 534
874, 445, 494, 403
882, 436, 116, 500
888, 408, 33, 779
889, 489, 48, 663
890, 425, 15, 3041
894, 116, 187, 626
900, 230, 409, 1152
903, 451, 176, 403
905, 407, 338, 934
907, 217, 226, 3297
908, 269, 40, 432
911, 400, 385, 1884
922, 458, 468, 1046
926, 354, 493, 2918
926, 272, 328, 3652
927, 352, 94, 476
927, 398, 404, 2142
927, 176, 440, 521
929, 482, 141, 1682
938, 383, 206, 451
946, 226, 65, 3917
948, 323, 344, 557
955, 64, 132, 890
970, 61, 120, 413
971, 198, 348, 417
982, 175, 30, 414
988, 291, 71, 730
995, 244, 189, 905
998, 483, 35, 2078
1007, 336, 443, 958
1008, 25, 119, 950
1019, 117, 315, 1042
1023, 123, 432, 691
1024, 284, 286, 446
1024, 189, 329, 822
1036, 130, 20, 1231
1052, 76, 166, 605
1069, 198, 428, 582
1076, 213, 331, 443
1077, 301, 105, 1461
1083, 435, 136, 998
1084, 240, 347, 658
1087, 439, 176, 1190
1093, 64, 471, 1336
1103, 334, 32, 3932
1109, 445, 494, 769
1116, 118, 234, 3481
1126, 467, 377, 469
1138, 174, 481, 414
1141, 383, 281, 2227
1152, 36, 260, 441
1167, 37, 440, 632
1167, 155, 118, 1513
1169, 281, 458, 1299
1179, 258, 370, 841
1183, 208, 377, 1670
1190, 371, 23, 3768
1191, 457, 43, 1843
1206, 295, 345, 3196
1216, 24, 168, 1501
1217, 162, 404, 2085
1219, 143, 434, 548
1232, 360, 84, 1301
1233, 357, 269, 443
1239, 149, 84, 583
1244, 111, 169, 589
1244, 76, 13, 2969
1263, 119, 245, 574
1269, 232, 103, 3001
1277, 189, 13, 648
1281, 32, 201, 1035
1283, 164, 420, 2143
1292, 25, 360, 1151
1300, 304, 120, 1018
1308, 45, 229, 480
1316, 88, 191, 830
1317, 384, 138, 1584
1317, 473, 323, 2324
1320, 429, 118, 456
1320, 317, 268, 413
1328, 108, 167, 430
1335, 7, 317, 404
1345, 256, 123, 1524
1355, 367, 275, 910
1363, 379, 415, 577
1364, 95, 85, 456
1365, 420, 176, 756
1374, 336, 104, 582
1378, 489, 466, 812
1387, 293, 62, 606
1396, 373, 395, 589
1396, 380, 422, 527
1402, 187, 116, 1757
1412, 116, 481, 1281
1424, 494, 445, 486
1434, 364, 81, 529
1436, 134, 442, 427
1444, 176, 451, 1228
1445, 226, 217, 414
1448, 410, 0, 2842
1458, 192, 241, 573
1460, 296, 289, 662
1463, 191, 499, 692
1463, 31, 22, 467
1469, 212, 453, 824
1482, 120, 362, 467
1483, 385, 400, 476
1488, 265, 140, 672
1498, 478, 458, 2824
1499, 322, 138, 1294
1505, 64, 132, 455
1510, 23, 371, 795
1602, 483, 35, 1133
1625, 433, 161, 660
1641, 1, 415, 611
1655, 116, 187, 688
1695, 192, 439, 516
1921, 357, 269, 412
1948, 176, 451, 794
2014, 304, 120, 2073
2033, 134, 442, 485
